"序號",標題,網址,留言者名稱,留言內容,留言時間,贊成論點/其他想法,贊成數量,反對數量
M-1040,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,..,"重點不是在上課時間 重點在教育制度
如果真的是單方面的縮短上課時間 那就只是治標不治本的行為",2025-09-15 19:46:55,其他想法,0,0
M-1041,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,使用者已自行刪除留言,2025-09-15 19:48:38,贊成論點,0,0
M-1042,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,甘霖老師,"10點到校等吃午飯？
睡個午覺等下課？
這種教育小孩準備出去當低級台勞！",2025-09-15 19:54:30,贊成論點,4,1
M-1043,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,昂妮,"我相信改成10點上課 學生只會更晚睡
而且6小時到底能學習到什麼？
現在就覺得時間太長 那以後上班？
建議直接休學 不要浪費錢讀書了
反正也沒在讀書 草莓就是草莓",2025-09-15 19:58:40,贊成論點,3,2
M-1044,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,使用者已自行刪除留言,2025-09-15 20:00:43,其他想法,0,0
M-1045,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,瑄,高中生雖然8.遲到 但其實起的比國中更早通勤時間其實很長 每天真的都很累,2025-09-15 20:01:08,其他想法,1,0
M-1046,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,欣,大多數國高中生都參與課後補習來提升成績，回到家甚至都已經快10點了，還要寫學校派的作業，複習明天的考試，或者是預習明天的上課內容，在校時間過長導致只能剝奪寥寥無幾的休息、睡眠時間來複習，在私校或是競爭比較激烈的學校段考前兩週每天滿滿的考試，導致每天睡甚至不到四個小時，隔天上課精神不濟，影響學習效率、青少年發育和到心理健康！同意上課時間改為10點～16點,2025-09-15 20:08:16,其他想法,1,0
M-1047,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"告訴我？誰混得好？答案是，在這四個人裡面，高考成績的影響，微乎其微。有人身體好，人家就是可以更長時間的加班，於是每當機會出現時，他都在場，他就更容易接到，你每次都不在場，你就更容易背鍋。有人更理解社會的運轉，他知道老闆要啥，高管要啥，經理要啥，組長要啥，知道部門的定位，知道自己的定位。而你不知道。

你做事不由東，累死也無功。這個倒楣蛋完全有可能是這個省三，而這個出類拔萃者也完全有可能是13000。這樣的案例在職場當中比比皆是。省三和13000之間扎實程度的差別，可遠比你讀個什麼數學系與計算機系之間的扎實程度差別大多了，尚且如此。

為什麼？因為比的並不是你認為重要的那些東西。什麼情況下才比你說的那些東西？

單一獎勵的賽道下。

可是單一獎勵有多大概率會落在你頭上呢？即便落在你頭上，獎金有多少呢？&hellip;&hellip;而我們的讀者，包括家長讀者，來問我的，基本上都是世俗問題。

你孩子不是準備走世界冠軍的路的吧？

那就是我講的，這個世界上最大的差別並不是平日裡很多人理解的，我孩子贏在了起跑線上，我比別人多考了三五分，三五十分。

這些東西有差別，如果你是全省13萬名，那和1萬3千名之間肯定有質變。相當於你連個敲門磚都沒有。

但一旦你能敲開HR的門，你就會發現，那些你以為是人和狗的差別，實際上，根本發揮不了作用。

這個遊戲的玩法很簡單，只要不是只獎勵第一名的賽道，只要敲開了門，那麼對不起，人和狗，都一樣。

接下來不比這些，接下來比別的。

這就是我講人類社會的底層邏輯，真正的差別，真正拉開人們之間財富，地位差距的是另一個東西：PC與NPC。

有些人是玩家，有些人是NPC，俗稱被玩的。你智力高，家境好，啥都好，但你是NPC，對不起，你只是個資源包。他智力低，家境差，他是個PC，那他就是踩著你升級。

很荒誕對吧？人類自己很多時候也想不通，於是在智商的基礎上發明什麼情商，逆商，非要想盡辦法解釋這種荒誕的現象。

其實不用解釋的，一個是玩家，一個是被玩的。PC和NPC就是這個世界的底層邏輯。

你聰明，可惜你睡著了，有什麼用呢？獅子那麼強大，睡著的情況下，不也只是別人的食物麼？

所以你有功夫琢磨數學系還是計算機系，不如讓自己的孩子，早點認清這個社會到底在玩啥。如果你能早點醒來，你就會發現，大部分人真的只是傀儡，因為他們，醒不來。

引用●Eric Hsu畢業後",2025-09-15 20:09:56,其他想法,0,0
M-1048,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,學測牲,"首先，身為一個高中已經畢業，但是學測重考生的我覺得這個連署很爛@@
尤其是說慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提高，這是確實的，但老實說大部分的國高中生會晚睡跟熬夜，不是在唸書就是在滑手機，跟上課時間沒啥關係
主要導致憂鬱、自傷自殺的最大理由並不只有睡眠，還有人際關係、課業壓力、家庭關係這些啊
而且改成10:00～16:00上課，才上不到六小時的課（因為一定有午休，所以不可能是上滿六小時的），這樣的課業壓力反而更大吧？拖到 10 點才上課，代表放學一定更晚（相信我上面說16:00放學是不可能的，一定會拖堂的，才不到六小時可根本上不完），補習、社團、回家都會被壓縮。最後變成什麼？學生還是得熬夜寫功課，睡眠時間照樣不足。只是把痛苦從早上移到晚上而已
還有社會運作不是只為學生調的。爸媽要上班、交通要流暢，國高中生全都 10 點才出門，通勤高峰直接爆炸。更別提家長上班時間和小孩上課時間對不起來，誰去顧？還要考慮到弱勢家庭（單親或是爺爺奶奶照顧的那種）的學生欸，如果改成10點上課課，家長早上去上班，學生如果一個人在家，長久下來也會導致憂鬱啊
最現實的：想要改變成績，不是靠延後上課，而是靠你自己利用好時間。
該讀的人，早上 8 點也能讀進去；不讀的人，10 點才上課照樣打瞌睡！！！
所以這個連署根本就只會成為惡性循環，就只是看表面現象、治標不治本。真正要學會的是時間管理、情緒調適、跟自己相處，不是去祈禱鐘聲晚一點響。
P.S. 而且還沒有改之前，國中、高中數學課每次上課都是在飆車趕進度的，如果真的改成十點上課，我看數學課會直接掛掉吧，不是老師講到死就是學生睡死XDDD",2025-09-15 20:13:22,贊成論點,1,1
M-1049,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,康康,國、高中生都可以自行上下學了，那跟10:00上課沒有太大的關係吧，既然要睡得飽就不要念太晚22:00~23:00就可以準備上床就寢了，10:00 上課是讓學生可以睡晚一點，不就養成熬夜的習慣那不是更不好嗎？,2025-09-15 20:21:56,贊成論點,0,0
M-1050,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,不理解,六個小時上什麼？我就問，這就是很兩極的議題，對於那些有補習的同學 一天上十幾個小時會覺得很累加上回到家要寫功課什麼的，便會有如此想法。對於像我沒有補習的人，因為經濟不足以支撐，一天六個小時我學到了什麼？需要面對統測學測而該如何準備？就算有講義評量，有些尖刻的內容沒有老師講解我也學不會。如果關於是因為補習疲累而同意附屬的同學，我會想跟你們說，學校才是第一的重心，補習班之所以由此稱便是為了加強，如果經濟上都許可，那還要有學校***嘛？可能有些學生是被父母強求去上補習班，我深感同情，這需要討論與溝通，或者是政府出面？讓學生有自主決定是否要上補習班的權利，而不是被強求。如果投稿者是因為以上而感到操勞的學生，我認為要改善的不是學校上學制度，因為這會影響到其他沒有補習的學生，該處理的是補習班的問題。而高中生上學制改10點，我認為上學時間可以延後，但也沒必要那麼晚，對於需要通勤的高中生來說須要更早起床，容易導致精神不濟，但對於讀私校不住在學區的國中生來說可能也有此問題。以上，本人是不支持國中生上學制改10點，會使沒補習的學生權利受損，而高中生上學制改10點制個人認為太晚。,2025-09-15 20:22:59,贊成論點,0,1
M-1051,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Zhih yong,不同意 老子當初沒有 你們也別想,2025-09-15 20:23:53,其他想法,5,6
M-1052,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,新立異,"我覺得蠻有趣的，在這裡似乎說實話就會被倒讚：）
我的想法是：即便學校把上課時間改成10:00-16:00，這樣現有課綱上的完嗎？
難道望子成龍「亞洲家長」不會用更大量的家教補習講義塞滿空出來的時間嗎？
有人提到這樣可以有更充足的睡眠時間，但如此以來學生只會延後就寢時間吧！總睡眠時常還是不變啊！

我支持可以縮短上課時長，畢竟台灣上課時長超時這點各位有目共睹。
但如果真如你們所說縮減到只剩6小時，那我感覺真有點太過了。",2025-09-15 20:24:12,贊成論點,0,0
M-1053,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,湛藍天空,"就是一群草莓 6小時 扣掉吃飯午休 體育課 升旗 打掃時間 就回家了  這是去安親班嗎
另外就是要減輕學生壓力有彈性身心假   也廢除了服裝規定   18歲成年禮文化幣   
連女生生理用品都補助  班班冷氣 生生平版   已經讓學生很優渥的學習
現在基本的學習角色都不盡本分真的是無限上綱  慾望無窮 到時候是否又要提案在家自學 提案有註冊就一定要給畢業證書不能扣留
永遠在要求別人 遺忘了自己本分是唸書 之前還看到有人提議廢除段考  真的不知道去學校是聯誼嗎

這些離譜至極的提案:上四休三、將國文科踢出主科

上班族8點到 這樣企業到時候用的都是一些水果新鮮人  上班族也沒有暑假了  是否又要怪政府",2025-09-15 20:27:20,贊成論點,0,1
M-1054,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,老母親,父母晚睡晚起，養成小孩也晚睡晚起，對小孩真的好嗎?請慎思!參考ㄧ下有睡眠研究的專家意見再定奪，別找一些似是而非的理由，10點上學並不能增加小孩的運動習慣，不運動的一樣不運動，也不能減少小孩的自殘好嗎？,2025-09-15 20:30:50,贊成論點,0,1
M-1055,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"漢斯赫爾曼霍普：這個貨幣獨占事業，為了讓它便於遮掩那些因戰爭、福利國家或事關面子的事，例如能源改革方案衍生的費用，就必須用另外一個政治上能被大眾認可的理由來掩護。&hellip;海耶克：國家對貨幣的整個操作史，根本就是一部連綿不絕的謊言與詐騙史。...壟斷，如此才能從無中生出鉅額資金來...便於遮掩...最終...債務都能以新生的錢支付完畢【國家偷走我的錢】
https://reurl.cc/NlzzlQ

美國百年稅上線，未來連呼吸都要繳稅？●影片07:19●影片10:28(造一個AI技術的夢)●影片22:56(無形的合法稀釋)●影片24:38(建立新的金融秩序統治體制/徹頭徹尾的控制權掠奪與財富轉移)●https://www.youtube.com/watch?v=_VvmgSCkah0


不該壞錢蒙蔽貨幣原先是信任的交換媒介。讓&quot;好錢&quot;透明化並確保全球人類【居住、糧食】的終生保障，不再被壞錢印鈔淪為人礦韭菜、豢養權勢的籌碼！各國不一致法律、稅制社福卻各國精英協議交流bug人口結構就業供需、經貿國際資源的交易反噬信用：洗錢槍毒黑市詐騙社會動盪階級複製、壓榨勞工和歧視霸凌、殭屍企業與爛尾樓。

人類提升速度、數量、追求GDP和KPI也盼望漲薪、資產能夠保值、傳承，卻不斷污染地球，如今各國決策影響是密不可分的，包括：世界各國的&quot;法定&quot;發行的貨幣到底把全球人類怎麼了？氣候與不平等的居住環境和糧食供應。各國的【貨幣國有化】&lt;發行國債券/壞錢印鈔&gt;和&lt;政策人為操作利率&gt;圖利財閥、拉攏金主、轉嫁風險固樁而引起權力爭霸全球失衡，即使未來AI時代，但請問擁有資金決策的各國權勢者們您的資產和黃金可以吃嗎？地球是孕育人類生活的場域，無私滋養萬物眾生，而不是各自劃分國家資源卻全球相殘戰役，更不是讓人類販售房地產、基金股匯債的抵押物權債權對沖風險，請敬畏大自然！全球眾生必須從虛榮假象醒悟才能守護地球和諧。

醒悟【生而平等的實名制UBI與碳權】身心靈回正軌是全球人類和平的轉機！

如今更看清楚各國政府如何壟斷發行卻圖利與透過合法遊說以為穩自身權勢，科技競備安全的融資融券/利率套利的抑制人類醒悟、國際資金制裁與技術和原料的反噬：全球化浪潮時讓權勢者們能夠產業分工賺取利差與合法避稅，卻演變為無限撥補避免民變與延後退休年齡的擠兌、潤錢移民與戰疫之韭菜窮忙喪命，各國政策已掏空政府信用之反噬身心靈與安全感。",2025-09-15 20:32:05,贊成論點,0,0
M-1056,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,X,"講實際一點,若改成了從10:00~16:00以後,那這樣會有更多人生活作息日夜顛倒,以我們班舉例:就有好幾個因為線上遊戲而導致上課打瞌睡。
那這樣有更好嗎?為什麼要拿自己的前途開玩笑?",2025-09-15 20:35:17,贊成論點,0,1
M-1057,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,viz20091031@gmail.com,私立學校大多會舉辦夜間輔導，雖然都說自由參加，但老師往往在那期間公布更多的課業，不但增加學生的壓力，也造成沒參加的同學的困擾，此外加上夜間輔導的時數學生已經在學校中待超過了十個小時，這樣在成績出現進步前身心靈早已不再健康，我們是在那環境生活的人，希望各位可以重視。,2025-09-15 20:36:09,其他想法,1,0
M-1058,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,貳八,我自己也是高中生，但我個人覺得真的沒必要，你說改成10點上課4點放學，上課時間大幅減少對學生升學沒任何好處，睡眠品質也不是這樣說的，你改成10點上課只會讓熬夜的人覺得有更多時間可以熬夜，那他隔天是不是一樣沒精神，上課時間越晚，熬夜的就熬越晚，那改了有什麼用，而且老師課都要上不完了，要是又遇到一堆連假怎麼辦？個人真的覺得維持現狀最好,2025-09-15 20:39:29,其他想法,0,0
M-1059,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,笑死,補習真覺得累就別補了吧？學校是主要重心bro，補習其次，有些人被父母強求我知道，這就要溝通討論，要不然就是提學生選擇是否補習的權利。上學制改10點上課，六個小時真的學不到什麼，還有會考 統測 學測欸dude，怎麼準備？沒補習的我不是自學達人，因為補習而有所想法真的很junk，要不然就政府把一些破課綱以後不會用到的刪掉，學了那麼多在應付考試，以後出社會會用到這些知識嗎？笑死，說什麼讀書讓我們學會責任心、耐力，不夠嗎？讓學生壓力那麼大，高層整天貪污，立法院動物園打架鬧到國外，阿卻要學生學習你們沒有的東西^^ 上學六個小時，這樣是真的沒法應付的完所有學習內容，我認為更好的是政府刪除不必要的課綱，但肯定有以前經歷會考 統測 學測的基8人在那不爽，要我們一起受苦,2025-09-15 20:44:32,贊成論點,0,1
M-1060,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,三歲,10點上課4點放學你還不如不要上，睡眠品質不是藉口，改了時間然後呢？那些習慣熬夜的還不是照熬，隔天還不是一樣沒精神，當然還是會有因為可以熬夜的，但那也沒辦法，改了時間上課這麼少，有想過以後的升學嗎？而且要是又遇到連假，老師課上不完就只能瘋狂敢課，這樣對我們也沒很好，老師敢課的話你課業不久也變多了，你課業變多，晚上回家寫作業是不是又熬夜了，睡眠時間又減少，10點上課根本沒意義，真的維持現狀最好,2025-09-15 20:46:38,贊成論點,0,1
M-1061,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,旺旺,我覺得不用那麼晚到學校可以把放學時間改早一點或許比晚點到校好,2025-09-15 20:47:22,其他想法,0,0
M-1062,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,BB,"十點上課，很棒！
不過更值得思考的是
學習的目的是什麼？
思考，還是硬塞？
很多時候學很多，但不精。
我們儼然成了考試機器
沒錯大量學習能鍛鍊我們，但也有可能毀了下一代。 思考需要更多時間沉澱，也更需要精力去激盪，在這多出來時間，能以體育課去引領，或許時數不是重點，而是課程規劃。",2025-09-15 20:49:16,其他想法,1,0
M-1063,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"真正的問題不只在「上課時間」
而是整個課綱和體制問題，課程課程太廣，學生被迫花一大堆時間學一些自己用不到的內容。
學生每天被塞滿行程：
📖 早起上課 &rarr; 補習 &rarr; 作業 &rarr; 熬夜複習
長期睡眠不足，導致：
&bull; 專注力下降、記憶力變差
&bull; 情緒不穩、焦慮、甚至憂鬱
&bull; 生活只剩考試，沒有喘息空間
更好的解法&darr;
不是單純砍掉上課時間，而是
刪掉低效、重複、非必要的課程
改成 自由選修 / 學分制
把時間還給學生
多出來的時間能用來：
補眠、運動、社交、探索興趣、製作學習歷程、提前規劃未來
&rarr; 學習效率反而更高",2025-09-15 20:52:22,贊成論點,0,0
M-1064,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,a232061692,我覺得，這不是早起的問題，如果說課業不排那麼滿，副科換成選修，國小就直接著重在未來方向思考，大家會讀得更輕鬆，不至於現在還是很多人，大學了，還是找不到人生方向，高中讀文、理組，讀不出一個所以然，越讀越想哭..,2025-09-15 20:55:48,其他想法,1,0
M-1065,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,安姐,"提議這的人,有想到這些家長們嗎？也會造成更多憂鬱的家長，甚至造成更多人自殺，剝奪了什么睡眠？ 給小孩手機收起來早早去睡！ 腦子是裝什么？ 提這爛提案. 還是~~要不改成都上夜間ㄉ，因為現在白天太熱也不適合上課會影響學習~~",2025-09-15 21:03:01,其他想法,1,2
M-1066,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,安安姐,"提議這的人,有想到這些家長們嗎？也會造成更多憂鬱的家長，甚至造成更多人自殺，剝奪了什么睡眠？ 給小孩手機收起來早早去睡！ 腦子是裝什么？ 提這爛提案. 還是~~要不改成都上夜間ㄉ，因為現在白天太熱也不適合上課會影響學習~~",2025-09-15 21:04:57,贊成論點,0,1
M-1067,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Cc,你們不想要寒假可以說一天至少要上8小時現在只上6小時剩下兩小時你還是要補所以等於你沒有寒假然後暑假少一個月,2025-09-15 21:07:46,其他想法,0,1
M-1068,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Xiao xi,"我覺得其實可以但是之後會考怎麼辦？
對於一些家長來說接送也會有問題
可能9：00會比較適當
對我們學校老師而言可能會教不完，畢竟都已經用彈性課上正課了還是教不完
但冷氣倒是8：00才通電😂",2025-09-15 21:08:45,其他想法,1,0
M-1069,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,哈～有夠差勁的提案,2025-09-15 21:12:35,贊成論點,0,1
M-1070,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,嗨嗨嗨,每天我都要6點前醒來，還要吃早餐，搭車還是用趕得，希望能晚有點上學,2025-09-15 21:19:41,其他想法,1,0
M-1071,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,michael,使用者已自行刪除留言,2025-09-15 21:23:36,贊成論點,0,0
M-1072,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,韶光,我覺得可以參考日本的上學方式9:00-3:30，不一定要延後到十點（十點有點太多了，而且這樣子放學時還有多餘的時間可以去做自己想做的事，並不只限於說要和現在一樣在學校上課上到4:00左右,2025-09-15 21:26:11,其他想法,0,0
M-1073,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,兔子,我是也想晚點起床在上學，但是我覺得10點太晚了，如果10點到校上學，你只剩6節課了，這樣學不到什麼啊，希望要改的話，希望改到8點30分到校，9點開始上課，上到4點，這樣才合理吧。,2025-09-15 21:32:43,贊成論點,0,0
M-1074,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Yy,"學童在健康的時間起床上學就好
究竟七點半到校的規定用意何在？
學生每天早起，身體還算吃得消
但也要考慮一些高齢教師吧？",2025-09-15 21:34:53,其他想法,2,0
M-1075,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,國一,"6小時是要做什麼？我是國一生，每天6點20分起床，7點出門，到學校的早自習很想睡但學校不讓睡。
提議：與其把10點上課，不如『把早自習廢除』，「讓學生有充足的睡眠時間」。",2025-09-15 21:39:06,其他想法,5,0
M-1076,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,韓文,"邏輯很怪，學校正常上下課，放學後是否要補習是家長跟孩子的事，跟學校有關嗎？國民義務教育有強迫要上補習班嗎？教育體制有強制每個孩子一定要補習嗎？孩子會自動自己溫習功課比去補習來的強，如孩子在學校不認真就算去補習也不認真上課，下課讓孩子去補習班根本浪費錢
然後改了時間上課，是不是要求職場上的每位老闆都要改上班時間🙄🙄
小孩晚睡是下課時間太晚害的？現在網路時代，孩子們手機、平板人人都有，能敢保證孩子都會準時睡覺嗎💤？
憂鬱、自殺&amp;hellip;等這些都是晚睡早起影響的嗎⋯⋯家長若有真正去了解孩子們的需求還有適當的溝通，憂鬱、自殺這些會發生嗎？！",2025-09-15 21:48:47,贊成論點,0,1
M-1077,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"不要傻了，就算是改到10點還是一群人覺得明天不用早起而熬夜
說每天晚上要補習的，難道不能補習完回家早點洗澡睡覺嗎，功課利用課餘時間寫
真的認真的就算今天改成10點，還是會很早起床開始讀書，所以根本沒差
而且附議的是還沒上高中嗎，現在只改掉早修就已經常常上不完進度，改成10點進度不就更趕，到時候就不要抱怨老師一直趕進度
說廢掉藝能課的在想什麼，有些人就是靠學校藝能課發現自己適合走畫畫、音樂或體育這條路，就算不說這個，一整天上正課絕對比你補習補到10點更累，中間插幾節藝能課就是要給你放鬆一下的，等你哪天上一整天硬課你就知道多累了＾＾
高中不用上早修就感恩了吧，比起整天想著怎麼更晚上課，不如放下手機早點睡，畢竟之後工作就不能在像上學一樣想遲到就遲到",2025-09-15 21:50:16,贊成論點,0,1
M-1078,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,？,可以試試歐美國家的教育制度,2025-09-15 21:51:16,其他想法,2,0
M-1079,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Dd,"大多的學生補習班會上到9點甚至10點，所以到家之後已經很晚了，學生還要寫學校的作業，亦或者是學校的作業，還有零零碎碎的事情，忙完後可能都10點11點了
，然後明早6點半就要起來洗漱
，睡眠時間就只有7個半小時~8個半小時，而13到15歲的青少年至少需要8到10個小時的睡眠時間，那麼補習班、學校、睡眠時間教會形成一個三元悖論，也就是說必須在這三個中有所取捨，如果學校可以把上課時間改成10點，那麼睡眠時間以及補習班的教學，也都可以更加好一點。",2025-09-15 21:52:02,其他想法,3,0
M-1080,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,ck114514,第一節到剛剛好，不會影響學業的同時也能睡晚點，再晚就太超過了,2025-09-15 21:53:20,其他想法,1,0
M-1081,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,匿名,使用者已自行刪除留言,2025-09-15 21:57:12,其他想法,1,0
M-1082,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,鶓,我覺得九點就夠了,2025-09-15 22:01:53,其他想法,0,0
M-1083,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,蛤,不要講的好像現在憂鬱的主因是睡眠品質的問題好嗎？有沒有想過導致憂鬱的原因可能是因為社群網路太發達，讓人很容易去跟他人比較而導致自卑？之前的學生自殘憂鬱的問題都沒有現在多然後先檢討睡眠時間？之前的學生哪一個不是這樣過來的,2025-09-15 22:05:05,贊成論點,0,1
M-1084,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,：）,我覺得可以,2025-09-15 22:19:09,其他想法,1,0
